EmployeeID;Attrition;Age;DistanceFromHome;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;AverageDailyHours;BusinessTravel_NonTravel;BusinessTravel_Frequently;MS_Divorced;MS_Married
1661;0;40;15;25710;7;14;22;1;20;5;10;2;3;3;6;0;0;0;0
1662;0;39;12;99910;1;16;8;3;8;0;7;3;3;3;6;0;1;0;1
1663;1;31;1;61420;4;13;10;2;6;0;5;2;4;4;7;0;0;0;0
1664;0;42;5;53900;1;14;10;3;10;5;8;4;1;2;9;0;0;0;1
1665;0;45;2;44040;0;22;9;2;8;3;7;4;2;4;6;0;0;0;1
1666;0;26;2;59930;0;12;8;3;7;1;0;2;3;2;8;0;1;1;0
1667;0;29;5;51300;4;11;8;3;3;1;2;4;4;4;6;0;0;1;0
1668;0;33;16;20976;4;16;10;2;6;0;5;1;3;3;6;0;0;1;0
1669;0;31;2;29090;8;14;10;2;5;0;1;3;4;2;5;0;0;1;0
1670;0;24;2;34680;1;18;1;4;1;0;0;2;2;3;8;0;1;0;0
1671;0;40;1;30680;3;19;20;3;1;0;1;3;1;3;5;1;0;1;0
1672;0;41;23;26700;2;15;10;2;8;0;7;1;3;3;7;1;0;0;0
1673;0;26;9;26930;5;17;8;3;1;0;0;1;3;3;5;0;0;1;0
1674;0;35;16;95260;1;15;5;2;5;0;3;1;3;3;5;0;0;0;0
1675;1;34;26;52370;1;19;10;3;10;5;7;4;4;3;5;0;0;0;0
1676;1;26;1;24260;1;22;1;3;1;0;0;3;4;1;7;0;0;0;0
1677;0;37;8;41930;4;16;12;5;6;1;2;2;4;4;6;0;0;0;0
1678;0;46;4;29110;5;13;28;3;2;1;2;1;3;2;5;0;1;0;1
1679;0;41;24;26610;7;14;22;2;18;9;8;2;4;3;6;0;0;0;1
1680;0;37;7;20976;1;16;9;3;9;7;7;1;2;3;6;1;0;1;0
1681;0;52;2;99800;3;11;18;2;10;6;9;4;1;3;8;0;0;1;0
1682;0;32;7;32980;8;22;6;4;4;1;2;4;3;3;5;1;0;0;1
1683;1;24;22;29350;0;14;3;5;2;2;1;4;4;3;5;0;1;0;1
1684;0;38;5;154270;3;16;18;2;1;0;0;3;3;3;5;0;0;0;1
1685;0;37;1;39440;6;11;8;3;6;4;3;2;2;2;5;0;0;0;1
1686;0;49;21;40110;1;18;28;2;20;0;9;4;3;3;9;0;0;1;0
1687;1;24;1;34070;1;15;6;2;6;1;4;2;4;3;7;0;0;0;1
1688;0;26;19;119940;1;14;6;5;5;1;4;1;2;4;6;0;0;0;1
1689;0;24;7;20976;1;12;1;4;1;0;0;4;2;3;5;0;0;0;1
1690;0;50;2;29600;1;14;28;2;20;9;7;1;2;3;5;0;1;0;1
1691;0;25;2;177790;1;16;7;3;7;0;6;2;3;3;6;0;0;0;1
1692;0;24;2;39190;1;21;6;3;6;1;2;1;3;3;9;0;1;0;1
1693;0;30;9;68250;1;14;1;2;1;0;0;2;1;4;5;0;1;0;1
1694;1;34;6;102480;1;12;6;4;6;1;3;2;4;3;7;0;0;0;1
1695;0;31;9;177790;2;12;9;2;3;1;2;2;1;1;5;0;0;1;0
1696;0;35;2;24960;4;17;9;3;3;0;2;1;4;3;6;0;0;0;0
1697;0;31;1;64650;4;17;13;3;7;5;7;1;4;4;5;0;0;1;0
1698;0;27;22;22060;0;14;6;4;5;0;3;1;3;2;6;0;0;1;0
1699;0;37;9;20976;4;14;17;3;3;1;0;4;3;2;7;0;0;0;1
1700;0;24;17;22930;1;13;1;3;1;0;0;4;2;4;6;0;0;0;0
1701;0;42;26;26450;1;15;10;5;10;2;2;3;4;3;6;0;0;0;1
1702;1;43;10;26830;4;11;21;3;1;0;0;2;4;2;7;0;0;1;0
1703;0;38;2;20976;3;17;8;5;1;0;0;3;1;2;5;0;0;0;0
1704;0;43;4;34190;3;11;10;5;8;4;7;4;3;3;7;0;1;1;0
1705;0;48;8;53760;7;13;21;3;3;0;2;4;1;1;5;0;0;0;1
1706;0;44;26;20976;4;22;10;4;2;0;2;1;3;4;5;0;0;0;0
1707;0;34;13;23410;1;20;8;3;8;0;6;3;3;3;6;0;0;1;0
1708;0;27;26;22930;0;18;5;1;4;0;2;3;1;3;5;0;0;1;0
1709;0;24;16;87260;1;11;3;2;3;1;2;3;3;3;5;0;0;0;0
1710;0;44;2;40110;4;14;26;2;2;0;1;4;4;4;7;0;0;0;1
1711;0;24;2;177790;0;14;3;3;2;2;2;1;3;3;5;0;0;0;1
1712;0;33;13;45680;3;18;6;2;5;1;2;3;3;3;6;0;0;1;0
1713;1;32;1;30220;1;16;6;3;6;0;5;1;4;2;8;0;0;0;1
1714;0;30;4;57720;1;17;1;3;1;0;0;3;3;3;6;0;1;1;0
1715;0;53;24;22690;7;11;18;2;14;8;10;4;1;4;6;0;0;0;0
1716;0;34;1;53810;1;12;10;1;10;8;8;2;4;2;6;0;0;0;1
1717;0;45;19;34410;2;13;5;5;1;0;0;1;1;3;6;0;1;0;1
1718;1;26;7;54540;1;13;3;5;3;0;2;3;4;3;8;0;0;0;1
1719;0;37;4;98840;1;14;10;3;10;7;8;3;3;3;5;0;0;0;1
1720;0;29;2;41570;1;17;6;2;6;1;2;2;3;2;5;0;0;0;1
1721;0;35;10;134580;1;11;17;3;17;9;8;2;4;3;5;0;0;0;0
1722;0;33;8;90690;3;22;15;3;13;4;7;3;4;1;6;0;1;1;0
1723;0;54;5;40140;2;19;16;4;9;7;1;3;2;3;5;0;0;0;1
1724;0;36;8;59150;2;13;13;3;3;0;2;2;2;3;9;0;0;1;0
1725;0;27;9;59930;0;14;5;3;4;1;1;1;4;3;5;0;0;0;0
1726;0;24;1;61620;1;12;1;2;1;1;1;4;3;3;7;0;0;0;0
1727;1;33;15;24060;1;11;10;3;10;9;7;1;1;3;9;0;1;0;0
1728;0;35;2;177790;1;19;1;2;1;0;0;3;3;3;5;1;0;0;1
1729;0;24;2;76370;2;11;5;3;3;0;2;1;1;4;6;0;0;0;1
1730;0;25;11;100960;0;11;4;3;3;1;2;4;2;3;6;0;0;0;1
1731;0;38;16;147560;0;20;8;3;7;0;5;4;4;3;5;0;0;0;0
1732;0;29;2;64990;1;18;10;3;10;2;8;2;4;3;6;0;1;1;0
1733;0;48;16;97240;3;13;12;2;2;2;2;2;2;3;6;0;0;0;1
1734;1;27;4;21940;1;12;6;5;6;0;4;4;4;3;7;0;1;1;0
1735;1;37;16;33880;3;11;4;2;1;0;0;4;4;3;6;0;0;0;0
1736;0;50;5;54730;1;19;20;2;20;3;8;4;3;3;7;0;0;0;1
1737;0;34;18;27030;1;21;9;2;8;7;7;4;2;4;5;0;0;0;0
1738;0;24;17;25010;8;12;4;3;2;2;0;1;3;3;6;0;0;0;0
1739;0;39;12;62200;1;14;20;2;20;9;10;4;3;3;5;0;0;0;0
1740;0;32;2;30380;1;11;10;5;10;0;8;4;4;2;6;0;0;0;0
1741;0;50;4;44240;3;14;18;2;4;1;3;2;3;3;6;0;1;0;1
1742;0;38;9;43120;0;12;10;2;9;1;8;2;4;2;5;0;0;0;0
1743;0;27;10;132450;1;22;9;3;9;0;7;3;1;3;5;0;0;0;1
1744;0;32;1;136640;3;14;10;5;7;7;7;3;4;3;6;0;0;0;0
1745;0;47;2;50210;2;17;20;3;7;1;7;4;1;3;5;0;0;0;0
1746;0;40;3;51260;5;18;20;2;18;1;10;4;1;3;7;0;1;0;1
1747;0;53;7;28590;3;18;28;2;5;1;3;3;3;3;5;0;0;0;1
1748;0;41;6;102390;3;22;23;3;20;9;6;2;4;2;6;0;0;1;0
1749;0;54;8;53290;8;20;10;3;2;2;2;1;1;3;5;0;0;0;0
1750;0;27;26;43250;1;14;9;2;9;1;7;4;1;2;6;0;1;1;0
1751;0;41;3;72600;1;16;22;2;20;2;10;4;3;3;5;0;0;0;1
1752;0;50;9;23220;7;22;4;1;2;2;2;4;2;3;6;0;0;0;1
1753;0;28;2;20976;7;18;10;1;7;3;7;1;2;3;7;0;0;0;0
1754;0;36;10;41520;8;19;10;3;8;0;5;1;1;3;5;1;0;0;1
1755;0;38;1;96190;4;13;10;2;1;0;0;3;3;4;8;0;0;0;0
1756;0;44;8;135030;2;12;9;5;5;1;4;1;3;3;5;1;0;0;0
1757;0;47;26;54410;8;22;28;5;20;9;10;4;3;2;6;0;1;1;0
1758;0;30;8;52090;7;14;10;3;8;7;7;3;4;2;6;0;0;1;0
1759;0;29;1;106730;1;13;1;2;1;0;0;3;3;3;5;0;0;0;0
1760;0;42;10;50100;6;21;7;3;2;2;2;3;3;3;8;0;1;1;0
1761;0;43;26;135490;3;11;7;3;2;2;2;4;4;3;5;0;1;0;1
1762;0;34;2;49990;3;12;10;2;5;4;3;2;3;3;5;0;0;0;0
1763;0;24;13;42210;1;11;5;4;4;0;2;2;1;4;6;0;0;0;1
1764;0;39;2;138720;8;12;12;3;8;3;6;3;2;1;5;0;0;0;1
1765;0;54;2;20976;7;12;28;5;10;1;1;3;4;2;6;0;0;0;1
1766;1;40;9;20976;0;14;5;3;4;2;3;4;4;2;7;0;0;0;0
1767;0;27;10;29560;8;13;9;5;7;0;7;4;1;1;6;0;0;0;0
1768;0;29;20;29260;1;15;2;3;2;2;2;4;2;3;6;0;0;1;0
1769;0;53;9;48090;2;18;19;2;2;2;2;4;4;3;5;0;0;0;0
1770;0;35;5;51630;2;18;16;4;1;0;0;4;1;4;6;1;0;1;0
1771;0;32;4;177790;1;19;10;3;10;4;7;1;4;3;6;0;1;0;1
1772;0;38;10;177790;6;12;6;5;1;0;1;4;3;1;9;0;0;0;1
1773;0;34;20;57440;3;19;7;4;1;0;0;2;1;3;5;0;0;1;0
1774;0;52;21;28890;1;11;28;2;20;1;10;3;1;4;5;0;0;0;1
1775;1;33;1;28710;1;17;10;2;10;7;8;4;4;2;8;0;0;0;0
1776;0;25;8;74840;1;15;6;3;6;1;4;3;4;2;6;0;0;0;0
1777;0;45;2;60740;0;14;9;2;8;3;1;2;3;3;5;0;0;0;0
1778;0;24;23;173280;1;17;2;2;2;0;2;1;3;3;7;0;0;0;0
1779;0;47;4;27740;4;13;8;2;5;1;3;2;3;3;8;0;1;0;0
1780;1;34;12;45050;1;12;6;3;6;1;4;4;4;3;6;0;0;0;0
1781;0;54;7;74280;5;12;24;2;5;1;4;4;1;3;6;0;0;0;1
1782;0;36;7;116310;1;18;10;2;10;0;9;1;1;3;6;1;0;0;0
1783;0;52;1;97380;0;18;5;2;4;1;2;4;4;3;6;1;0;0;1
1784;0;26;2;28350;3;11;5;2;2;2;0;1;4;3;5;0;1;1;0
1785;0;29;10;169590;4;14;11;5;8;1;1;2;3;2;5;0;0;0;1
1786;0;26;15;26130;6;19;6;2;4;1;2;4;1;3;5;0;0;0;0
1787;1;34;14;61460;2;12;10;3;4;1;3;2;4;3;5;0;0;0;0
1788;0;54;18;49630;8;15;9;2;5;1;4;4;1;3;7;0;0;1;0
1789;0;27;13;177790;0;12;5;5;4;1;1;3;4;3;5;0;1;0;1
1790;0;37;2;61720;0;11;6;1;5;4;3;4;1;2;8;0;0;1;0
1791;0;38;2;23680;6;11;17;3;15;4;10;1;1;3;9;0;1;0;0
1792;0;34;2;103120;1;12;6;2;6;1;3;3;1;3;5;0;0;0;0
1793;0;35;5;20976;1;16;3;5;3;0;2;1;4;2;6;0;0;0;1
1794;0;30;20;25230;3;13;7;2;2;0;2;4;3;3;6;0;0;0;1
1795;0;40;10;65670;1;13;8;3;8;3;7;3;2;3;5;0;1;0;1
1796;0;34;10;47390;5;22;6;2;3;1;2;3;1;3;6;0;0;0;1
1797;0;42;9;92080;1;15;24;2;20;9;9;2;4;2;6;0;1;1;0
1798;0;24;2;45590;1;18;1;2;1;0;0;3;1;3;7;0;0;0;1
1799;0;24;1;81890;1;14;1;3;1;0;0;3;2;3;5;1;0;1;0
1800;0;52;26;29420;8;11;9;1;5;1;4;4;3;3;5;0;0;0;1
1801;0;50;8;49410;5;11;28;3;4;0;3;3;3;3;5;0;0;0;1
1802;0;29;2;106500;1;13;1;2;1;0;0;2;1;3;9;0;0;0;1
1803;0;33;3;59020;0;12;14;2;13;3;7;3;3;4;5;0;0;0;1
1804;0;33;23;86390;5;16;6;3;3;0;2;1;1;3;6;0;0;0;0
1805;0;47;6;63470;1;14;26;2;20;3;0;3;4;2;8;0;0;0;1
1806;0;36;6;42000;0;22;10;3;9;0;5;3;2;3;6;0;0;0;1
1807;0;29;10;34520;1;11;10;3;10;0;7;3;3;3;6;0;0;0;1
1808;0;54;24;43170;7;17;28;2;20;9;8;4;2;3;7;0;0;0;0
1809;0;35;10;26320;3;13;7;3;2;2;2;4;3;3;6;0;0;0;0
1810;1;42;15;46680;8;18;8;2;4;0;2;4;4;3;9;0;0;0;1
1811;0;28;19;32040;6;16;5;4;2;2;1;3;3;2;5;0;0;0;0
1812;0;36;2;27200;4;14;8;3;5;0;4;3;2;3;5;0;0;0;1
1813;0;32;3;171810;1;14;14;2;14;6;8;3;3;3;7;0;0;0;1
1814;0;40;9;22380;6;14;10;3;1;0;0;1;3;3;5;0;1;0;0
1815;1;30;7;20976;5;13;12;3;1;0;0;3;4;2;8;0;0;0;0
1816;0;45;10;56050;1;12;1;2;1;0;0;2;3;3;5;0;0;0;0
1817;0;42;20;72950;1;15;10;3;9;7;8;2;2;2;6;0;0;0;1
1818;0;38;4;23060;2;19;13;5;4;1;2;1;1;2;6;0;1;1;0
1819;0;34;7;23480;1;14;6;3;5;1;3;3;4;3;5;0;1;0;0
1820;0;49;7;89980;1;14;9;2;9;7;7;3;4;4;5;0;0;0;1
1821;0;54;16;43190;4;11;12;3;9;7;3;3;4;2;5;0;0;0;0
1822;0;43;25;61320;6;13;22;3;4;1;0;2;1;3;6;0;0;0;1
1823;1;27;2;33460;1;21;9;2;9;0;8;3;4;3;9;0;0;1;0
1824;0;35;1;108550;3;13;17;2;8;1;6;3;3;4;5;0;0;0;0
1825;0;28;1;22310;1;12;8;3;8;7;5;2;2;3;8;0;0;0;1
1826;0;34;2;23230;0;17;4;2;3;0;2;3;4;1;5;0;0;0;1
1827;0;26;22;20976;1;22;8;2;8;1;7;3;3;3;6;0;1;0;1
1828;0;27;1;27130;1;11;1;2;1;0;0;4;4;2;6;1;0;0;1
1829;0;51;16;94390;2;15;28;1;20;4;10;1;3;2;5;0;0;0;1
1830;0;44;24;25660;8;11;10;3;5;2;3;4;2;2;5;0;0;0;0
1831;0;25;17;177790;7;11;6;5;4;0;1;1;1;2;5;0;0;0;0
1832;0;33;8;24510;1;13;9;3;9;0;8;1;1;3;5;0;0;1;0
1833;0;35;6;94190;1;22;6;5;6;1;1;3;1;2;5;0;0;0;0
1834;1;36;10;86860;1;13;18;2;18;4;10;2;4;2;8;0;0;0;1
1835;0;32;3;30380;2;20;8;3;5;0;3;2;4;2;6;0;0;1;0
1836;0;30;4;30580;8;14;10;2;5;0;3;2;4;2;5;0;1;1;0
1837;0;53;6;23250;7;18;28;1;5;0;4;1;4;3;9;0;0;0;1
1838;0;45;1;20976;4;15;18;2;5;0;2;4;1;3;7;0;0;1;0
1839;0;32;10;30720;5;12;9;4;5;1;3;3;3;2;5;0;0;0;1
1840;0;52;1;50060;3;16;28;2;9;0;0;3;4;3;6;0;1;0;1
1841;0;37;24;42570;4;15;9;2;1;0;0;4;3;3;5;0;0;1;0
1842;1;28;21;25000;1;16;6;3;5;0;4;2;4;3;5;0;0;1;0
1843;0;24;2;20976;6;19;4;3;2;2;2;4;4;1;5;0;0;0;1
1844;0;44;22;104530;2;11;10;2;3;0;2;1;4;2;9;0;0;0;1
1845;1;42;13;22880;5;16;8;4;2;2;2;2;4;3;7;0;1;0;0
1846;0;36;14;39290;0;22;6;5;5;0;3;1;1;3;6;0;0;0;1
1847;1;25;11;23110;1;11;5;2;5;0;3;3;1;3;9;0;0;0;1
1848;0;35;9;31400;1;13;17;2;17;5;10;4;3;3;7;0;0;0;1
1849;0;35;8;36900;1;13;10;2;10;7;8;4;2;3;8;0;1;1;0
1850;1;32;21;44500;0;13;4;3;3;0;2;4;4;3;6;1;0;1;0
1851;0;25;5;27560;1;12;5;2;5;0;3;3;1;4;6;0;0;0;1
1852;0;49;9;177790;2;18;7;5;4;0;2;3;1;3;6;0;0;0;1
1853;0;24;2;177790;0;22;6;3;5;3;4;1;4;2;6;1;0;0;1
1854;0;32;12;95470;1;13;10;3;10;5;3;2;2;3;5;0;1;0;1
1855;0;38;22;137340;0;13;3;3;2;1;2;2;2;3;5;0;0;0;1
1856;0;42;18;177790;2;22;17;5;5;1;3;3;4;2;8;0;0;0;1
1857;1;31;16;22790;3;12;8;3;6;0;2;4;4;3;8;0;0;0;1
1858;0;29;3;59160;6;12;5;2;3;0;2;2;3;3;8;0;0;1;0
1859;0;53;9;20976;5;16;28;2;2;2;2;1;4;3;5;0;0;0;1
1860;0;35;1;167920;3;12;16;3;13;4;8;4;2;3;6;0;0;0;1
1861;1;37;13;35640;5;11;10;1;5;0;0;3;4;3;6;0;1;0;1
1862;0;53;1;44250;6;22;28;2;12;3;8;4;4;3;5;0;0;0;0
1863;0;43;1;52650;4;11;12;4;5;2;2;4;4;2;6;0;1;0;1
1864;0;47;15;65530;0;15;8;2;7;7;7;3;4;3;8;0;0;0;1
1865;0;37;1;62610;1;12;10;1;10;0;9;1;2;3;7;1;0;0;0
1866;0;50;17;42980;1;20;28;5;20;9;7;1;1;3;5;1;0;1;0
1867;0;39;1;68040;8;14;13;3;5;0;4;4;4;3;5;0;0;0;1
1868;0;33;7;38150;3;11;7;3;4;0;3;4;2;4;8;0;0;1;0
1869;1;32;9;27410;1;15;1;5;1;0;1;1;4;1;8;0;0;0;0
1870;0;29;5;66730;6;12;8;2;4;0;3;1;4;3;5;0;0;1;0
1871;0;44;26;76390;1;14;8;5;8;7;1;2;1;3;8;0;0;0;1
1872;1;28;24;23280;1;11;4;3;4;0;2;1;4;3;5;0;0;0;0
1873;0;54;9;21530;8;11;3;3;1;0;0;4;4;2;9;0;1;1;0
1874;0;43;7;48760;4;16;4;4;1;0;0;1;2;4;5;0;0;1;0
1875;0;24;11;93960;1;12;2;5;2;0;2;3;3;2;6;0;0;0;0
1876;0;24;1;104000;1;13;1;2;1;0;0;4;4;2;6;0;0;0;0
1877;1;36;26;84740;0;14;17;3;16;4;10;3;4;2;8;0;0;0;1
1878;0;47;2;99810;1;21;3;3;3;1;2;4;4;2;7;0;0;0;0
1879;0;24;15;124900;0;13;4;3;3;0;2;2;3;4;8;0;0;0;1
1880;1;41;23;26570;4;11;10;3;7;1;0;2;4;2;8;0;0;1;0
1881;0;28;10;135910;5;20;6;2;2;2;2;3;3;3;6;0;0;1;0
1882;0;39;10;66960;7;11;8;3;2;2;2;4;1;1;9;0;0;0;1
1883;0;27;1;20976;1;14;1;5;1;0;0;2;3;3;6;0;0;0;0
1884;0;34;12;88650;1;11;1;1;1;1;0;2;2;3;6;0;0;1;0
1885;0;42;11;59400;7;16;10;2;5;0;3;3;3;3;5;0;0;0;0
1886;0;33;2;59140;3;16;6;4;3;0;2;3;1;3;9;0;0;0;0
1887;0;54;2;26220;2;22;24;3;6;0;4;3;2;3;7;0;0;1;0
1888;0;31;1;121850;3;14;13;2;7;5;2;2;3;4;5;0;0;0;1
1889;1;35;2;106090;1;22;10;3;10;0;7;4;4;1;9;0;0;0;1
1890;0;49;25;43450;4;15;28;3;20;1;7;1;2;2;5;0;0;0;1
1891;0;48;1;21770;4;18;13;4;1;0;0;4;3;2;5;0;0;0;1
1892;0;31;1;27930;1;16;9;4;9;0;0;4;3;2;6;1;0;0;1
1893;0;36;2;79180;2;12;8;3;6;0;1;2;4;3;5;0;0;0;0
1894;0;38;6;87890;1;11;15;4;15;5;10;4;1;3;6;0;0;0;1
1895;0;32;18;23890;6;12;5;4;3;0;2;3;2;3;6;1;0;0;1
1896;0;25;1;32120;1;15;1;3;1;0;0;3;2;3;7;0;0;0;1
1897;0;40;1;177790;2;14;11;3;1;0;0;1;2;2;5;0;0;1;0
1898;0;26;11;22670;1;19;7;2;7;0;7;3;1;3;6;0;1;0;0
1899;0;41;1;177790;2;13;20;5;18;2;10;4;1;3;9;0;0;0;0
1900;0;36;9;24360;4;13;16;3;11;3;9;3;3;3;5;0;0;0;0
1901;0;24;15;160640;1;15;1;3;1;0;0;4;2;4;9;0;0;0;0
1902;0;24;26;27070;1;11;1;2;1;0;0;1;1;3;5;0;0;0;0
1903;1;31;1;177790;0;12;10;1;9;8;5;4;4;1;7;0;0;0;1
1904;0;40;1;39310;8;19;3;2;1;0;0;4;2;3;6;0;1;1;0
1905;0;32;24;37300;1;22;8;4;8;6;3;3;1;4;6;0;0;0;1
1906;1;36;10;22320;1;12;16;2;16;3;7;3;4;3;8;0;0;0;1
1907;0;33;1;44650;0;13;6;3;5;1;4;2;4;3;5;0;0;0;0
1908;0;37;10;30720;5;14;17;3;14;9;7;1;3;1;5;0;0;0;1
1909;0;45;8;33190;1;12;9;3;9;0;8;3;2;2;5;1;0;0;1
1910;0;29;26;177790;1;12;3;5;3;0;2;3;4;3;6;0;1;0;1
1911;0;35;1;136750;1;15;5;5;5;1;0;3;3;3;5;0;0;0;1
1912;0;52;5;29110;2;17;26;3;9;7;8;4;4;3;6;0;0;0;1
1913;0;54;9;59570;4;14;7;2;1;0;0;4;3;3;6;0;0;0;0
1914;0;53;9;39200;6;16;22;3;17;9;2;3;3;4;5;0;0;1;0
1915;0;30;3;64340;5;14;10;3;8;7;7;3;3;4;7;0;0;1;0
1916;1;38;4;100480;1;22;6;2;5;1;3;3;4;3;7;1;0;0;0
1917;0;35;1;109380;6;14;12;2;10;0;8;4;4;3;5;0;0;1;0
1918;0;39;1;23400;0;11;9;2;8;0;7;1;3;3;5;0;0;0;0
1919;0;40;2;65450;4;15;22;2;1;0;0;2;2;2;8;1;0;0;0
1920;0;47;7;69310;1;11;20;3;19;2;7;3;3;4;8;0;1;1;0
1921;1;36;26;48980;4;13;12;3;7;0;7;1;4;3;5;1;0;1;0
1922;1;31;26;25930;0;21;4;2;3;1;2;3;1;3;7;1;0;0;0
1923;0;33;15;177790;1;19;10;4;10;6;0;4;3;3;6;1;0;0;0
1924;0;29;3;27230;6;11;3;2;1;0;0;4;1;3;9;0;0;0;0
1925;0;33;2;34790;3;12;5;3;3;0;2;2;4;3;6;0;0;0;0
1926;0;45;26;27940;3;19;8;2;5;0;2;4;4;3;5;0;0;1;0
1927;0;50;10;52490;8;21;28;2;5;1;3;4;4;2;6;0;0;1;0
1928;0;33;1;21760;1;14;6;2;6;1;2;3;2;3;7;0;1;0;1
1929;0;41;11;168720;2;15;21;2;18;0;10;1;3;4;6;0;1;1;0
1930;0;27;20;34850;8;17;4;2;2;2;2;3;2;3;6;0;0;0;1
1931;0;45;2;66440;1;12;9;3;9;0;8;4;1;3;7;1;0;0;1
1932;0;47;18;55820;1;16;9;3;9;0;7;4;4;3;6;0;0;0;0
1933;0;30;2;40000;4;12;7;5;5;0;1;1;3;3;8;0;0;0;1
1934;0;50;1;134960;3;18;22;3;12;1;5;4;3;3;8;0;0;0;1
1935;0;38;13;32100;0;17;3;5;2;0;2;3;3;2;6;0;1;0;1
1936;0;46;26;177790;6;11;13;2;8;0;7;4;3;3;5;0;0;1;0
1937;0;24;26;118490;1;16;5;3;4;3;2;4;3;3;5;0;0;1;0
1938;1;35;24;20976;1;13;5;1;4;0;2;3;2;1;8;0;0;1;0
1939;0;31;5;65020;1;12;4;3;4;0;3;3;1;3;5;0;1;0;1
1940;0;24;5;32300;1;12;1;3;1;0;0;2;4;3;5;1;0;0;0
1941;0;54;23;136030;8;13;22;2;10;0;8;3;3;3;5;0;0;0;1
1942;0;35;6;119960;1;19;16;3;16;9;1;3;3;2;8;0;0;1;0
1943;0;30;4;56050;0;12;9;1;8;1;7;2;1;2;9;0;0;0;1
1944;0;24;2;63970;1;17;1;3;1;0;0;4;1;3;6;0;0;0;0
1945;0;30;8;177790;0;11;4;3;3;1;2;2;2;3;6;0;1;0;0
1946;0;26;1;175840;1;20;8;2;8;1;3;4;4;3;6;0;0;0;1
1947;0;24;8;49070;1;21;4;2;4;1;1;2;1;2;6;0;0;0;1
1948;0;48;2;45540;2;11;19;3;2;2;2;1;3;3;6;0;0;0;0
1949;0;48;3;54150;7;11;27;1;15;4;8;3;3;3;5;0;0;0;0
1950;0;41;2;47410;6;16;8;3;2;2;1;4;3;3;5;0;0;0;0
1951;0;39;2;21150;1;18;21;3;20;9;8;4;4;3;6;0;0;0;1
1952;0;27;3;31610;0;13;4;1;3;2;2;1;4;3;6;0;0;0;1
1953;1;35;24;57450;1;17;3;4;3;1;2;2;4;2;5;0;0;1;0
1954;0;42;23;23730;6;14;21;3;1;0;0;4;3;3;6;0;0;0;1
1955;0;50;26;33100;4;22;8;3;1;0;0;1;4;3;5;0;0;0;1
1956;0;54;16;177790;3;12;28;3;5;4;3;3;4;3;9;0;0;0;0
1957;0;37;15;44850;5;11;15;2;1;0;0;1;2;1;5;0;0;0;1
1958;0;54;26;27890;3;13;17;2;8;6;7;3;2;3;7;0;1;0;1
1959;0;41;19;58280;1;13;21;1;20;5;10;2;3;3;5;1;0;1;0
1960;1;38;24;23260;8;14;19;3;1;0;0;2;4;3;7;0;0;0;0
1961;0;26;21;135250;8;17;7;4;2;2;2;2;1;3;6;1;0;0;0
1962;0;52;5;20976;1;13;28;2;20;6;9;1;4;3;5;0;0;0;1
1963;0;44;16;80200;3;11;23;2;12;9;10;4;4;3;9;0;0;0;1
1964;0;50;2;36880;0;11;19;3;18;0;10;4;3;3;5;1;0;0;1
1965;0;36;2;54820;1;18;18;3;17;9;10;3;1;3;6;0;0;0;0
1966;0;39;11;160150;1;11;21;3;20;2;8;4;1;3;9;0;1;0;0
1967;0;33;9;20976;0;11;3;3;2;2;2;2;4;2;6;1;0;0;0
1968;0;45;7;56610;3;12;26;2;9;1;1;4;4;4;6;0;0;0;1
1969;0;32;15;69290;8;20;10;5;8;7;7;4;3;3;6;1;0;0;0
1970;0;34;6;96130;0;12;16;5;15;0;9;2;4;2;5;0;0;1;0
1971;0;54;5;56740;3;12;14;5;6;0;4;2;4;1;7;0;0;0;1
1972;0;45;16;54840;1;20;6;5;6;0;4;2;2;3;5;0;0;0;0
1973;0;53;8;120610;2;20;28;2;15;6;10;3;2;3;6;0;1;0;1
1974;0;36;7;56600;7;12;9;3;1;0;0;1;3;2;5;0;0;1;0
1975;0;26;2;48210;6;14;6;2;3;1;2;1;1;3;7;0;1;0;1
1976;0;34;2;64100;1;13;1;5;1;0;0;3;3;3;8;0;0;0;1
1977;0;28;10;52100;1;15;1;1;1;0;0;4;2;3;6;0;0;0;1
1978;0;38;9;26950;3;14;8;4;2;2;2;3;3;3;6;0;1;0;1
1979;0;50;5;118780;2;13;28;2;8;7;7;2;3;2;8;0;0;0;1
1980;0;37;1;170680;3;22;8;5;4;0;1;4;2;2;6;0;0;0;0
1981;0;40;2;24550;1;15;8;2;7;7;5;3;1;2;5;0;0;0;1
1982;0;26;3;139640;1;11;5;1;5;1;3;1;3;3;6;0;1;1;0
1983;0;46;2;49410;8;13;23;2;2;2;2;4;4;3;6;0;0;1;0
1984;0;54;5;24780;6;11;13;1;9;7;0;3;3;3;6;0;0;0;1
1985;0;54;1;52280;2;11;18;4;5;0;3;1;3;3;5;0;1;0;1
1986;0;36;4;44780;0;18;15;3;14;7;8;4;4;2;5;0;0;0;0
1987;0;54;2;75470;7;16;28;2;9;6;2;3;1;4;5;1;0;0;0
1988;0;43;25;50550;5;22;18;2;1;0;0;3;4;3;6;0;0;1;0
